Player_Name,Assists,Blocks,DREB,FTA,FTM,OREB,PF,Points,Rebounds,Steals,Seconds_Played,Game_ID,Team_Name,isHome,Playing_Against
Marreese Speights,0,1,3,4,4,1,2,9,4,2,985,0021700199,OrlandoMagic,False,Golden StateWarriors
Arron Afflalo,0,0,0,0,0,0,0,3,0,0,300,0021700199,OrlandoMagic,False,Golden StateWarriors
Mario Hezonja,2,0,0,0,0,0,1,2,0,0,300,0021700199,OrlandoMagic,False,Golden StateWarriors
D.J. Augustin,0,0,0,0,0,0,0,0,0,0,0,0021700199,OrlandoMagic,False,Golden StateWarriors
Jonathan Isaac,0,0,0,0,0,0,0,0,0,0,0,0021700199,OrlandoMagic,False,Golden StateWarriors
Jamel Artis,0,0,0,0,0,0,0,0,0,0,0,0021700199,OrlandoMagic,False,Golden StateWarriors
Khem Birch,0,0,0,0,0,0,0,0,0,0,0,0021700199,OrlandoMagic,False,Golden StateWarriors
Wes Iwundu,0,0,0,0,0,0,0,0,0,0,0,0021700199,OrlandoMagic,False,Golden StateWarriors
Adreian Payne,0,0,0,0,0,0,0,0,0,0,0,0021700199,OrlandoMagic,False,Golden StateWarriors
Wesley Johnson,1,0,1,2,0,2,4,7,3,2,1220,0021700200,LAClippers,True,Philadelphia76ers
Blake Griffin,5,1,3,8,6,3,4,29,6,0,2163,0021700200,LAClippers,True,Philadelphia76ers
DeAndre Jordan,0,1,4,0,0,1,6,2,5,0,1815,0021700200,LAClippers,True,Philadelphia76ers
Sindarius Thornwell,0,1,2,1,0,0,2,7,2,0,1843,0021700200,LAClippers,True,Philadelphia76ers
Austin Rivers,2,0,3,4,3,0,1,11,3,2,2217,0021700200,LAClippers,True,Philadelphia76ers
Lou Williams,6,0,6,10,8,1,2,31,7,5,2252,0021700200,LAClippers,True,Philadelphia76ers
Jawun Evans,2,0,1,5,3,0,1,7,1,0,1121,0021700200,LAClippers,True,Philadelphia76ers
Willie Reed,0,1,2,2,1,1,6,9,3,0,1041,0021700200,LAClippers,True,Philadelphia76ers
Sam Dekker,0,0,3,0,0,1,0,2,4,0,703,0021700200,LAClippers,True,Philadelphia76ers
C.J. Williams,0,0,0,0,0,0,0,0,0,0,21,0021700200,LAClippers,True,Philadelphia76ers
Danilo Gallinari,0,0,0,0,0,0,0,0,0,0,0,0021700200,LAClippers,True,Philadelphia76ers
Montrezl Harrell,0,0,0,0,0,0,0,0,0,0,0,0021700200,LAClippers,True,Philadelphia76ers
Brice Johnson,0,0,0,0,0,0,0,0,0,0,0,0021700200,LAClippers,True,Philadelphia76ers
Patrick Beverley,0,0,0,0,0,0,0,0,0,0,0,0021700200,LAClippers,True,Philadelphia76ers
Milos Teodosic,0,0,0,0,0,0,0,0,0,0,0,0021700200,LAClippers,True,Philadelphia76ers
Jamil Wilson,0,0,0,0,0,0,0,0,0,0,0,0021700200,LAClippers,True,Philadelphia76ers
Dario Saric,2,0,1,0,0,2,2,2,3,2,2035,0021700200,Philadelphia76ers,False,LAClippers
Robert Covington,4,0,5,8,8,1,3,31,6,4,2111,0021700200,Philadelphia76ers,False,LAClippers
Joel Embiid,2,1,14,16,9,2,4,32,16,0,2148,0021700200,Philadelphia76ers,False,LAClippers
JJ Redick,6,0,2,3,3,0,4,10,2,0,2149,0021700200,Philadelphia76ers,False,LAClippers
Ben Simmons,4,1,8,6,4,4,5,22,12,1,2235,0021700200,Philadelphia76ers,False,LAClippers
Amir Johnson,2,0,2,0,0,1,4,4,3,1,732,0021700200,Philadelphia76ers,False,LAClippers
T.J. McConnell,6,0,6,0,0,0,1,4,6,1,1107,0021700200,Philadelphia76ers,False,LAClippers
Timothe Luwawu-Cabarrot,0,0,2,2,2,0,1,4,2,0,1097,0021700200,Philadelphia76ers,False,LAClippers
Justin Anderson,1,0,1,0,0,0,2,0,1,0,786,0021700200,Philadelphia76ers,False,LAClippers
Jerryd Bayless,0,0,0,0,0,0,0,0,0,0,0,0021700200,Philadelphia76ers,False,LAClippers
Richaun Holmes,0,0,0,0,0,0,0,0,0,0,0,0021700200,Philadelphia76ers,False,LAClippers
Furkan Korkmaz,0,0,0,0,0,0,0,0,0,0,0,0021700200,Philadelphia76ers,False,LAClippers
James Michael McAdoo,0,0,0,0,0,0,0,0,0,0,0,0021700200,Philadelphia76ers,False,LAClippers
Markelle Fultz,0,0,0,0,0,0,0,0,0,0,0,0021700200,Philadelphia76ers,False,LAClippers
Jahlil Okafor,0,0,0,0,0,0,0,0,0,0,0,0021700200,Philadelphia76ers,False,LAClippers
Jacob Pullen,0,0,0,0,0,0,0,0,0,0,0,0021700200,Philadelphia76ers,False,LAClippers
Nik Stauskas,0,0,0,0,0,0,0,0,0,0,0,0021700200,Philadelphia76ers,False,LAClippers
DeMarre Carroll,1,0,5,2,2,2,2,9,7,0,1823,0021700201,BrooklynNets,True,BostonCeltics
Rondae Hollis-Jefferson,1,0,6,4,2,3,2,16,9,0,1968,0021700201,BrooklynNets,True,BostonCeltics
Trevor Booker,2,0,7,2,2,1,3,12,8,1,1652,0021700201,BrooklynNets,True,BostonCeltics
Allen Crabbe,3,0,3,0,0,0,1,15,3,2,1965,0021700201,BrooklynNets,True,BostonCeltics
Spencer Dinwiddie,11,1,3,5,3,0,4,12,3,0,2057,0021700201,BrooklynNets,True,BostonCeltics
Quincy Acy,3,2,3,0,0,1,5,0,4,0,1161,0021700201,BrooklynNets,True,BostonCeltics
Caris LeVert,4,0,1,3,1,0,2,15,1,1,1333,0021700201,BrooklynNets,True,BostonCeltics
Joe Harris,0,0,2,0,0,2,2,19,4,0,1187,0021700201,BrooklynNets,True,BostonCeltics
Timofey Mozgov,0,0,1,0,0,0,0,2,1,0,337,0021700201,BrooklynNets,True,BostonCeltics
Isaiah Whitehead,0,0,2,0,0,0,2,0,2,0,382,0021700201,BrooklynNets,True,BostonCeltics
Jarrett Allen,1,0,1,0,0,0,1,2,1,0,532,0021700201,BrooklynNets,True,BostonCeltics
Sean Kilpatrick,0,0,0,0,0,0,0,0,0,0,0,0021700201,BrooklynNets,True,BostonCeltics
Tyler Zeller,0,0,0,0,0,0,0,0,0,0,0,0021700201,BrooklynNets,True,BostonCeltics
Jeremy Lin,0,0,0,0,0,0,0,0,0,0,0,0021700201,BrooklynNets,True,BostonCeltics
Yakuba Ouattara,0,0,0,0,0,0,0,0,0,0,0,0021700201,BrooklynNets,True,BostonCeltics
D'Angelo Russell,0,0,0,0,0,0,0,0,0,0,0,0021700201,BrooklynNets,True,BostonCeltics
Jacob Wiley,0,0,0,0,0,0,0,0,0,0,0,0021700201,BrooklynNets,True,BostonCeltics
Jayson Tatum,0,1,3,6,5,1,1,19,4,3,1816,0021700201,BostonCeltics,False,BrooklynNets
Marcus Morris,1,0,10,3,3,0,1,21,10,0,1519,0021700201,BostonCeltics,False,BrooklynNets
Al Horford,3,0,10,0,0,1,1,17,11,0,1826,0021700201,BostonCeltics,False,BrooklynNets
Jaylen Brown,3,0,4,4,3,0,2,14,4,3,1887,0021700201,BostonCeltics,False,BrooklynNets
Kyrie Irving,5,0,2,8,7,1,1,25,3,1,1740,0021700201,BostonCeltics,False,BrooklynNets
Marcus Smart,2,0,2,4,4,3,4,6,5,0,2076,0021700201,BostonCeltics,False,BrooklynNets
Daniel Theis,0,1,6,0,0,1,2,3,7,0,676,0021700201,BostonCeltics,False,BrooklynNets
Terry Rozier,0,0,1,0,0,1,0,0,2,0,1251,0021700201,BostonCeltics,False,BrooklynNets
Aron Baynes,1,1,1,2,0,1,1,0,2,0,748,0021700201,BostonCeltics,False,BrooklynNets
Semi Ojeleye,0,0,0,0,0,0,0,2,0,0,465,0021700201,BostonCeltics,False,BrooklynNets
Shane Larkin,0,0,1,0,0,0,1,2,1,1,393,0021700201,BostonCeltics,False,BrooklynNets
Abdel Nader,0,0,0,0,0,0,0,0,0,0,0,0021700201,BostonCeltics,False,BrooklynNets
Guerschon Yabusele,0,0,0,0,0,0,0,0,0,0,0,0021700201,BostonCeltics,False,BrooklynNets
Kadeem Allen,0,0,0,0,0,0,0,0,0,0,0,0021700201,BostonCeltics,False,BrooklynNets
Jabari Bird,0,0,0,0,0,0,0,0,0,0,0,0021700201,BostonCeltics,False,BrooklynNets
Gordon Hayward,0,0,0,0,0,0,0,0,0,0,0,0021700201,BostonCeltics,False,BrooklynNets
Trevor Ariza,2,0,8,3,3,0,4,20,8,1,2268,0021700202,HoustonRockets,True,TorontoRaptors
Ryan Anderson,0,1,4,2,1,4,1,9,8,0,1875,0021700202,HoustonRockets,True,TorontoRaptors
Clint Capela,1,0,6,2,1,5,3,11,11,2,1730,0021700202,HoustonRockets,True,TorontoRaptors
Eric Gordon,3,0,1,7,6,0,4,12,1,1,1981,0021700202,HoustonRockets,True,TorontoRaptors
James Harden,11,1,5,19,19,1,5,38,6,0,2362,0021700202,HoustonRockets,True,TorontoRaptors
PJ Tucker,1,0,4,0,0,1,2,0,5,0,961,0021700202,HoustonRockets,True,TorontoRaptors
Luc Mbah a Moute,3,0,2,2,1,0,4,9,2,0,1875,0021700202,HoustonRockets,True,TorontoRaptors
Tarik Black,0,2,4,4,3,3,4,13,7,0,1069,0021700202,HoustonRockets,True,TorontoRaptors
Demetrius Jackson,0,0,0,0,0,0,0,0,0,0,93,0021700202,HoustonRockets,True,TorontoRaptors
Bobby Brown,0,0,0,2,1,0,0,1,0,0,93,0021700202,HoustonRockets,True,TorontoRaptors
  Zhou,0,0,0,0,0,0,0,0,0,0,93,0021700202,HoustonRockets,True,TorontoRaptors
  Nene,0,0,0,0,0,0,0,0,0,0,0,0021700202,HoustonRockets,True,TorontoRaptors
Chris Paul,0,0,0,0,0,0,0,0,0,0,0,0021700202,HoustonRockets,True,TorontoRaptors
Chinanu Onuaku,0,0,0,0,0,0,0,0,0,0,0,0021700202,HoustonRockets,True,TorontoRaptors
Briante Weber,0,0,0,0,0,0,0,0,0,0,0,0021700202,HoustonRockets,True,TorontoRaptors
Troy Williams,0,0,0,0,0,0,0,0,0,0,0,0021700202,HoustonRockets,True,TorontoRaptors
OG Anunoby,1,0,2,2,1,0,4,16,2,1,1774,0021700202,TorontoRaptors,False,HoustonRockets
Serge Ibaka,0,2,5,2,0,0,3,5,5,0,1491,0021700202,TorontoRaptors,False,HoustonRockets
Jonas Valanciunas,1,0,4,2,2,3,2,12,7,0,1008,0021700202,TorontoRaptors,False,HoustonRockets
DeMar DeRozan,5,0,6,16,13,0,2,27,6,1,2039,0021700202,TorontoRaptors,False,HoustonRockets
Kyle Lowry,10,0,5,10,9,0,4,19,5,1,2219,0021700202,TorontoRaptors,False,HoustonRockets
Pascal Siakam,2,0,1,0,0,0,4,2,1,2,1140,0021700202,TorontoRaptors,False,HoustonRockets
CJ Miles,2,1,1,2,1,0,3,19,1,2,997,0021700202,TorontoRaptors,False,HoustonRockets
Lucas Nogueira,0,0,2,0,0,0,1,0,2,0,329,0021700202,TorontoRaptors,False,HoustonRockets
Delon Wright,2,0,2,5,4,0,1,14,2,1,1538,0021700202,TorontoRaptors,False,HoustonRockets
Fred VanVleet,4,0,2,2,2,1,3,8,3,2,953,0021700202,TorontoRaptors,False,HoustonRockets
Jakob Poeltl,1,1,1,1,1,2,3,7,3,1,816,0021700202,TorontoRaptors,False,HoustonRockets
Alfonzo McKinnie,0,0,0,0,0,0,0,0,0,0,93,0021700202,TorontoRaptors,False,HoustonRockets
Lorenzo Brown,0,0,0,0,0,0,0,0,0,0,0,0021700202,TorontoRaptors,False,HoustonRockets
Bruno Caboclo,0,0,0,0,0,0,0,0,0,0,0,0021700202,TorontoRaptors,False,HoustonRockets
Malcolm Miller,0,0,0,0,0,0,0,0,0,0,0,0021700202,TorontoRaptors,False,HoustonRockets
Norman Powell,0,0,0,0,0,0,0,0,0,0,0,0021700202,TorontoRaptors,False,HoustonRockets
Wesley Matthews,1,0,4,5,3,0,6,12,4,1,2252,0021700203,DallasMavericks,True,San AntonioSpurs
Harrison Barnes,2,0,6,6,6,2,4,16,8,3,2257,0021700203,DallasMavericks,True,San AntonioSpurs
Dirk Nowitzki,6,1,6,1,1,1,1,12,7,0,1737,0021700203,DallasMavericks,True,San AntonioSpurs
Yogi Ferrell,2,0,3,0,0,1,2,0,4,1,1982,0021700203,DallasMavericks,True,San AntonioSpurs
Dennis Smith Jr.,2,0,6,2,2,0,4,27,6,0,2183,0021700203,DallasMavericks,True,San AntonioSpurs
Nerlens Noel,0,0,1,0,0,0,1,0,1,0,297,0021700203,DallasMavericks,True,San AntonioSpurs
J.J. Barea,4,0,6,1,1,0,0,16,6,1,1594,0021700203,DallasMavericks,True,San AntonioSpurs
Maxi Kleber,0,1,1,1,1,0,1,5,1,0,1250,0021700203,DallasMavericks,True,San AntonioSpurs
Salah Mejri,1,2,2,2,1,1,4,3,3,1,845,0021700203,DallasMavericks,True,San AntonioSpurs
Gian Clavell,0,0,0,0,0,0,0,0,0,0,0,0021700203,DallasMavericks,True,San AntonioSpurs
Dwight Powell,0,0,0,0,0,0,0,0,0,0,0,0021700203,DallasMavericks,True,San AntonioSpurs
Jeff Withey,0,0,0,0,0,0,0,0,0,0,0,0021700203,DallasMavericks,True,San AntonioSpurs
Seth Curry,0,0,0,0,0,0,0,0,0,0,0,0021700203,DallasMavericks,True,San AntonioSpurs
Dorian Finney-Smith,0,0,0,0,0,0,0,0,0,0,0,0021700203,DallasMavericks,True,San AntonioSpurs
Devin Harris,0,0,0,0,0,0,0,0,0,0,0,0021700203,DallasMavericks,True,San AntonioSpurs
Josh McRoberts,0,0,0,0,0,0,0,0,0,0,0,0021700203,DallasMavericks,True,San AntonioSpurs
Johnathan Motley,0,0,0,0,0,0,0,0,0,0,0,0021700203,DallasMavericks,True,San AntonioSpurs
Kyle Anderson,3,2,6,6,5,2,2,7,8,1,2033,0021700203,San AntonioSpurs,False,DallasMavericks
LaMarcus Aldridge,4,2,4,10,8,1,1,32,5,1,2151,0021700203,San AntonioSpurs,False,DallasMavericks
Pau Gasol,4,0,9,0,0,1,1,2,10,0,1405,0021700203,San AntonioSpurs,False,DallasMavericks
Danny Green,1,1,3,0,0,0,0,4,3,2,1609,0021700203,San AntonioSpurs,False,DallasMavericks
Patty Mills,2,1,3,2,1,0,1,19,3,4,1782,0021700203,San AntonioSpurs,False,DallasMavericks
Bryn Forbes,0,0,2,1,0,1,2,4,3,0,1078,0021700203,San AntonioSpurs,False,DallasMavericks
Rudy Gay,2,1,4,2,2,2,3,4,6,0,966,0021700203,San AntonioSpurs,False,DallasMavericks
Brandon Paul,1,0,1,0,0,0,1,2,1,0,594,0021700203,San AntonioSpurs,False,DallasMavericks
Dejounte Murray,0,0,6,2,1,1,3,10,7,0,1196,0021700203,San AntonioSpurs,False,DallasMavericks
Joffrey Lauvergne,1,0,0,0,0,0,1,0,0,0,292,0021700203,San AntonioSpurs,False,DallasMavericks
Davis Bertans,0,0,0,0,0,0,0,0,0,1,309,0021700203,San AntonioSpurs,False,DallasMavericks
Manu Ginobili,0,0,1,4,4,0,1,13,1,0,982,0021700203,San AntonioSpurs,False,DallasMavericks
Matt Costello,0,0,0,0,0,0,0,0,0,0,0,0021700203,San AntonioSpurs,False,DallasMavericks
Darrun Hilliard,0,0,0,0,0,0,0,0,0,0,0,0021700203,San AntonioSpurs,False,DallasMavericks
Kawhi Leonard,0,0,0,0,0,0,0,0,0,0,0,0021700203,San AntonioSpurs,False,DallasMavericks
Tony Parker,0,0,0,0,0,0,0,0,0,0,0,0021700203,San AntonioSpurs,False,DallasMavericks
Derrick White,0,0,0,0,0,0,0,0,0,0,0,0021700203,San AntonioSpurs,False,DallasMavericks
Taurean Prince,8,1,5,2,1,0,4,14,5,4,1903,0021700204,AtlantaHawks,True,SacramentoKings
Luke Babbitt,0,1,1,0,0,0,0,13,1,0,663,0021700204,AtlantaHawks,True,SacramentoKings
Dewayne Dedmon,5,2,9,3,1,5,3,20,14,2,1433,0021700204,AtlantaHawks,True,SacramentoKings
Kent Bazemore,3,1,5,2,2,0,3,8,5,0,1396,0021700204,AtlantaHawks,True,SacramentoKings
Dennis Schroder,8,0,0,4,3,0,2,21,0,0,1512,0021700204,AtlantaHawks,True,SacramentoKings
Ersan Ilyasova,2,0,7,2,1,1,1,1,8,0,1078,0021700204,AtlantaHawks,True,SacramentoKings
Marco Belinelli,5,0,2,1,1,0,0,10,2,1,1193,0021700204,AtlantaHawks,True,SacramentoKings
John Collins,0,0,6,0,0,2,5,14,8,0,1343,0021700204,AtlantaHawks,True,SacramentoKings
Malcolm Delaney,1,0,4,0,0,0,1,10,4,1,1398,0021700204,AtlantaHawks,True,SacramentoKings
Isaiah Taylor,4,0,1,2,1,0,0,12,1,1,1322,0021700204,AtlantaHawks,True,SacramentoKings
Tyler Cavanaugh,4,1,4,0,0,1,4,3,5,0,1159,0021700204,AtlantaHawks,True,SacramentoKings
DeAndre' Bembry,0,0,0,0,0,0,0,0,0,0,0,0021700204,AtlantaHawks,True,SacramentoKings
Nicolas Brussino,0,0,0,0,0,0,0,0,0,0,0,0021700204,AtlantaHawks,True,SacramentoKings
Tyler Dorsey,0,0,0,0,0,0,0,0,0,0,0,0021700204,AtlantaHawks,True,SacramentoKings
Josh Magette,0,0,0,0,0,0,0,0,0,0,0,0021700204,AtlantaHawks,True,SacramentoKings
Mike Muscala,0,0,0,0,0,0,0,0,0,0,0,0021700204,AtlantaHawks,True,SacramentoKings
Miles Plumlee,0,0,0,0,0,0,0,0,0,0,0,0021700204,AtlantaHawks,True,SacramentoKings
Bogdan Bogdanovic,0,0,2,0,0,0,3,7,2,0,1369,0021700204,SacramentoKings,False,AtlantaHawks
Zach Randolph,2,0,1,3,2,3,0,16,4,0,1470,0021700204,SacramentoKings,False,AtlantaHawks
Willie Cauley-Stein,3,0,2,2,2,1,2,6,3,0,1243,0021700204,SacramentoKings,False,AtlantaHawks
Garrett Temple,3,0,1,0,0,1,2,3,2,1,1074,0021700204,SacramentoKings,False,AtlantaHawks
George Hill,2,0,1,3,3,0,1,12,1,3,1461,0021700204,SacramentoKings,False,AtlantaHawks
Justin Jackson,0,1,4,2,0,0,2,8,4,1,1553,0021700204,SacramentoKings,False,AtlantaHawks
Malachi Richardson,2,0,1,2,1,1,2,1,2,1,1221,0021700204,SacramentoKings,False,AtlantaHawks
Kosta Koufos,0,0,2,4,1,2,2,7,4,1,1006,0021700204,SacramentoKings,False,AtlantaHawks
De'Aaron Fox,2,0,1,0,0,0,1,2,1,2,1135,0021700204,SacramentoKings,False,AtlantaHawks
Buddy Hield,2,1,1,2,1,1,4,6,2,2,1235,0021700204,SacramentoKings,False,AtlantaHawks
Georgios Papagiannis,0,0,1,0,0,1,0,4,2,1,631,0021700204,SacramentoKings,False,AtlantaHawks
Frank Mason,1,0,1,2,2,0,0,2,1,0,571,0021700204,SacramentoKings,False,AtlantaHawks
Skal Labissiere,1,0,0,0,0,1,0,6,1,0,430,0021700204,SacramentoKings,False,AtlantaHawks
Vince Carter,0,0,0,0,0,0,0,0,0,0,0,0021700204,SacramentoKings,False,AtlantaHawks
Jack Cooley,0,0,0,0,0,0,0,0,0,0,0,0021700204,SacramentoKings,False,AtlantaHawks
Harry Giles,0,0,0,0,0,0,0,0,0,0,0,0021700204,SacramentoKings,False,AtlantaHawks
JaKarr Sampson,0,0,0,0,0,0,0,0,0,0,0,0021700204,SacramentoKings,False,AtlantaHawks
Josh Richardson,2,0,2,0,0,1,2,4,3,1,2020,0021700205,MiamiHeat,True,WashingtonWizards
Justise Winslow,2,1,3,2,2,2,2,7,5,0,1324,0021700205,MiamiHeat,True,WashingtonWizards
Hassan Whiteside,0,1,17,8,6,4,1,14,21,0,2024,0021700205,MiamiHeat,True,WashingtonWizards
Dion Waiters,5,0,1,2,2,1,5,19,2,0,2124,0021700205,MiamiHeat,True,WashingtonWizards
Goran Dragic,2,0,3,0,0,1,1,21,4,1,2225,0021700205,MiamiHeat,True,WashingtonWizards
Tyler Johnson,2,1,1,4,4,1,4,15,2,0,1883,0021700205,MiamiHeat,True,WashingtonWizards
James Johnson,2,0,1,3,2,1,2,5,2,0,1605,0021700205,MiamiHeat,True,WashingtonWizards
Wayne Ellington,0,0,0,0,0,0,1,3,0,0,481,0021700205,MiamiHeat,True,WashingtonWizards
Kelly Olynyk,0,0,2,0,0,1,2,5,3,1,711,0021700205,MiamiHeat,True,WashingtonWizards
Bam Adebayo,0,0,0,0,0,0,0,0,0,0,0,0021700205,MiamiHeat,True,WashingtonWizards
Udonis Haslem,0,0,0,0,0,0,0,0,0,0,0,0021700205,MiamiHeat,True,WashingtonWizards
Jordan Mickey,0,0,0,0,0,0,0,0,0,0,0,0021700205,MiamiHeat,True,WashingtonWizards
Okaro White,0,0,0,0,0,0,0,0,0,0,0,0021700205,MiamiHeat,True,WashingtonWizards
AJ Hammons,0,0,0,0,0,0,0,0,0,0,0,0021700205,MiamiHeat,True,WashingtonWizards
Rodney McGruder,0,0,0,0,0,0,0,0,0,0,0,0021700205,MiamiHeat,True,WashingtonWizards
Derrick Walton Jr.,0,0,0,0,0,0,0,0,0,0,0,0021700205,MiamiHeat,True,WashingtonWizards
Matt Williams Jr.,0,0,0,0,0,0,0,0,0,0,0,0021700205,MiamiHeat,True,WashingtonWizards
Otto Porter Jr.,0,0,11,0,0,2,1,12,13,2,2372,0021700205,WashingtonWizards,False,MiamiHeat
Markieff Morris,0,0,1,1,1,1,6,15,2,0,1323,0021700205,WashingtonWizards,False,MiamiHeat
Marcin Gortat,0,0,2,2,2,3,3,2,5,2,1611,0021700205,WashingtonWizards,False,MiamiHeat
Bradley Beal,1,0,4,14,13,3,1,26,7,2,2361,0021700205,WashingtonWizards,False,MiamiHeat
John Wall,6,2,3,8,7,1,2,27,4,1,2260,0021700205,WashingtonWizards,False,MiamiHeat
Kelly Oubre Jr.,2,0,5,2,2,0,1,7,5,0,1840,0021700205,WashingtonWizards,False,MiamiHeat
Ian Mahinmi,0,0,1,2,2,1,3,2,2,0,1049,0021700205,WashingtonWizards,False,MiamiHeat
Tim Frazier,0,0,1,0,0,0,1,5,1,0,638,0021700205,WashingtonWizards,False,MiamiHeat
Jodie Meeks,0,0,1,2,2,0,1,6,1,1,944,0021700205,WashingtonWizards,False,MiamiHeat
Chris McCullough,0,0,0,0,0,0,0,0,0,0,0,0021700205,WashingtonWizards,False,MiamiHeat
Tomas Satoransky,0,0,0,0,0,0,0,0,0,0,0,0021700205,WashingtonWizards,False,MiamiHeat
Mike Scott,0,0,0,0,0,0,0,0,0,0,0,0021700205,WashingtonWizards,False,MiamiHeat
Jason Smith,0,0,0,0,0,0,0,0,0,0,0,0021700205,WashingtonWizards,False,MiamiHeat
Sheldon Mac,0,0,0,0,0,0,0,0,0,0,0,0021700205,WashingtonWizards,False,MiamiHeat
Devin Robinson,0,0,0,0,0,0,0,0,0,0,0,0021700205,WashingtonWizards,False,MiamiHeat
Mike Young,0,0,0,0,0,0,0,0,0,0,0,0021700205,WashingtonWizards,False,MiamiHeat
Tim Hardaway Jr.,6,0,4,10,9,2,2,26,6,0,2204,0021700206,New YorkKnicks,True,UtahJazz
Kristaps Porzingis,2,2,6,6,5,2,1,22,8,0,2164,0021700206,New YorkKnicks,True,UtahJazz
Enes Kanter,1,0,3,1,1,1,2,13,4,0,1469,0021700206,New YorkKnicks,True,UtahJazz
Jarrett Jack,5,0,1,0,0,0,2,7,1,0,1681,0021700206,New YorkKnicks,True,UtahJazz
Courtney Lee,3,0,5,4,4,2,2,19,7,0,2365,0021700206,New YorkKnicks,True,UtahJazz
Doug McDermott,0,1,6,0,0,1,0,5,7,0,1534,0021700206,New YorkKnicks,True,UtahJazz
Kyle O'Quinn,0,2,4,0,0,2,4,4,6,2,1043,0021700206,New YorkKnicks,True,UtahJazz
Frank Ntilikina,0,0,3,2,1,1,4,7,4,2,1199,0021700206,New YorkKnicks,True,UtahJazz
Lance Thomas,1,0,1,2,1,1,2,3,2,0,740,0021700206,New YorkKnicks,True,UtahJazz
Michael Beasley,0,0,0,0,0,0,0,0,0,0,0,0021700206,New YorkKnicks,True,UtahJazz
Damyean Dotson,0,0,0,0,0,0,0,0,0,0,0,0021700206,New YorkKnicks,True,UtahJazz
Willy Hernangomez,0,0,0,0,0,0,0,0,0,0,0,0021700206,New YorkKnicks,True,UtahJazz
Ramon Sessions,0,0,0,0,0,0,0,0,0,0,0,0021700206,New YorkKnicks,True,UtahJazz
Ron Baker,0,0,0,0,0,0,0,0,0,0,0,0021700206,New YorkKnicks,True,UtahJazz
Isaiah Hicks,0,0,0,0,0,0,0,0,0,0,0,0021700206,New YorkKnicks,True,UtahJazz
Luke Kornet,0,0,0,0,0,0,0,0,0,0,0,0021700206,New YorkKnicks,True,UtahJazz
Joakim Noah,0,0,0,0,0,0,0,0,0,0,0,0021700206,New YorkKnicks,True,UtahJazz
Joe Ingles,2,0,4,2,2,0,2,13,4,0,1877,0021700206,UtahJazz,False,New YorkKnicks
Jonas Jerebko,0,0,3,0,0,2,2,9,5,0,1342,0021700206,UtahJazz,False,New YorkKnicks
Derrick Favors,5,3,6,0,0,4,2,6,10,1,2052,0021700206,UtahJazz,False,New YorkKnicks
Donovan Mitchell,3,0,4,0,0,0,4,19,4,0,2184,0021700206,UtahJazz,False,New YorkKnicks
Ricky Rubio,4,0,2,4,4,0,3,13,2,1,1848,0021700206,UtahJazz,False,New YorkKnicks
Rodney Hood,3,2,2,5,4,1,4,30,3,0,1949,0021700206,UtahJazz,False,New YorkKnicks
Alec Burks,1,2,6,4,4,0,2,6,6,1,1371,0021700206,UtahJazz,False,New YorkKnicks
Thabo Sefolosha,1,0,1,2,2,2,1,5,3,2,947,0021700206,UtahJazz,False,New YorkKnicks
Ekpe Udoh,0,3,0,0,0,0,3,0,0,0,828,0021700206,UtahJazz,False,New YorkKnicks
Tony Bradley,0,0,0,0,0,0,0,0,0,0,0,0021700206,UtahJazz,False,New YorkKnicks
Raul Neto,0,0,0,0,0,0,0,0,0,0,0,0021700206,UtahJazz,False,New YorkKnicks
Royce O'Neale,0,0,0,0,0,0,0,0,0,0,0,0021700206,UtahJazz,False,New YorkKnicks
Dante Exum,0,0,0,0,0,0,0,0,0,0,0,0021700206,UtahJazz,False,New YorkKnicks
Rudy Gobert,0,0,0,0,0,0,0,0,0,0,0,0021700206,UtahJazz,False,New YorkKnicks
Eric Griffin,0,0,0,0,0,0,0,0,0,0,0,0021700206,UtahJazz,False,New YorkKnicks
Joe Johnson,0,0,0,0,0,0,0,0,0,0,0,0021700206,UtahJazz,False,New YorkKnicks
Nate Wolters,0,0,0,0,0,0,0,0,0,0,0,0021700206,UtahJazz,False,New YorkKnicks
Michael Kidd-Gilchrist,0,2,5,2,2,1,2,22,6,2,1874,0021700207,CharlotteHornets,True,ClevelandCavaliers
Marvin Williams,1,1,4,2,2,0,2,9,4,0,1597,0021700207,CharlotteHornets,True,ClevelandCavaliers
Dwight Howard,2,0,2,6,2,3,6,8,5,0,1389,0021700207,CharlotteHornets,True,ClevelandCavaliers
Nicolas Batum,6,0,4,2,1,1,0,16,5,2,1924,0021700207,CharlotteHornets,True,ClevelandCavaliers
Kemba Walker,7,0,5,6,3,0,1,20,5,0,2346,0021700207,CharlotteHornets,True,ClevelandCavaliers
Jeremy Lamb,3,0,5,5,5,0,0,13,5,1,1304,0021700207,CharlotteHornets,True,ClevelandCavaliers
Cody Zeller,1,1,2,4,3,1,5,7,3,0,1379,0021700207,CharlotteHornets,True,ClevelandCavaliers
Frank Kaminsky,0,3,4,1,1,2,1,7,6,2,1394,0021700207,CharlotteHornets,True,ClevelandCavaliers
Malik Monk,0,0,3,0,0,0,0,5,3,0,534,0021700207,CharlotteHornets,True,ClevelandCavaliers
Dwayne Bacon,1,0,0,0,0,0,2,0,0,0,657,0021700207,CharlotteHornets,True,ClevelandCavaliers
